ID,DataRow ID,Labeled Data,Label,Created By,Project Name,Created At,Updated At,Seconds to Label,External ID,Agreement,Benchmark Agreement,Benchmark ID,Benchmark Reference ID,Dataset Name,Reviews,View Label
ckc5rbqtv0o430y7d7ud58oah,ckc5ldbussqf20an43k2r4jit,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F1513db3b-4023-04e0-5c4c-7210e36b0863-00000061.png?Expires=1595113129357&KeyName=labelbox-assets-key-1&Signature=kc0a0BBqQxLwCm8A_yTO9WysHlw,"{""objects"":[{""featureId"":""ckc5rakh80rzx0y514azpcm6z"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5rakh80rzx0y514azpcm6z?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593752898000,1593753001000,68.501,00000061.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5rbqtv0o430y7d7ud58oah
ckc5re8dv0set0y51cfq53suj,ckc5ldbuusqim0an48q5z84r8,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fe2e16d48-5fd7-9a6d-b057-a7974e8bbb56-00000093.png?Expires=1595113129357&KeyName=labelbox-assets-key-1&Signature=F8kXZpKVj1iKNE5_XcyTyACWs04,"{""objects"":[{""featureId"":""ckc5rco9p0qu40y6nhhdx2zxa"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5rco9p0qu40y6nhhdx2zxa?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593753015000,1593753097000,88.878,00000093.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5re8dv0set0y51cfq53suj
ckc5rh2td0st60y514rdd3mzc,ckc5ldbumsq8a0an4bl0598mg,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fcc901155-1c8f-714c-c2c8-3db90841871c-00000000.png?Expires=1595113129358&KeyName=labelbox-assets-key-1&Signature=zsARuY0_XB52YrY2uVBUywMFGXw,"{""objects"":[{""featureId"":""ckc5rflfc0nrs0y593v1p4tw3"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5rflfc0nrs0y593v1p4tw3?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593753147000,1593753229000,129.541,00000000.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5rh2td0st60y514rdd3mzc
ckc5ribhx0n390y6w24r44ob6,ckc5ldbuqsqbu0an454mgh1ha,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F7c678404-3a4b-1c67-c941-7eed8da33b44-00000032.png?Expires=1595113129358&KeyName=labelbox-assets-key-1&Signature=BtXn3iZUMT2HRYFszg0i7UWgy2I,"{""objects"":[{""featureId"":""ckc5rhi8m0nzq0y59ha91dnd2"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5rhi8m0nzq0y59ha91dnd2?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593753205000,1593753232000,52.596,00000032.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5ribhx0n390y6w24r44ob6
ckc5rjbnm0oyi0y7ddyorbevp,ckc5ldbussqfe0an4amb32byj,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fa61ba315-83fb-4446-7f6d-82517381581e-00000064.png?Expires=1595113129359&KeyName=labelbox-assets-key-1&Signature=lE8XhiqziduaLecHp1GmpUUXZBo,"{""objects"":[{""featureId"":""ckc5ris2j0n540y6w88lr2b1f"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5ris2j0n540y6w88lr2b1f?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593753252000,1593753338000,30.125,00000064.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5rjbnm0oyi0y7ddyorbevp
ckc5rl2qx0q3q0y60h2a1c3tm,ckc5ldbuusqiy0an4fbk58sd1,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F593f6e56-bc69-e7b9-77cf-5c5856ec0e7a-00000096.png?Expires=1595113129359&KeyName=labelbox-assets-key-1&Signature=U4Uz0C4JOKR-c1H9_ryRsKRLC7A,"{""objects"":[{""featureId"":""ckc5rjwkf0o7t0y595dh4fmwk"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5rjwkf0o7t0y595dh4fmwk?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593753334000,1593753342000,72.959,00000096.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5rl2qx0q3q0y60h2a1c3tm
ckc5rnwm50nql0y6w1ukdcgbf,ckc5ldbumsq8m0an45acfem6w,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F407faa10-dffe-4517-9036-f516533e0237-00000003.png?Expires=1595113129359&KeyName=labelbox-assets-key-1&Signature=OIpHNXWMiyhiPY9-m04rjlvQ-IQ,"{""objects"":[{""featureId"":""ckc5rn8db0qc30y608dmgh33y"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5rn8db0qc30y608dmgh33y?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593753466000,1593753594000,43.042,00000003.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5rnwm50nql0y6w1ukdcgbf
ckc5snq5l0wqh0y518cb2goss,ckc5ldbuqsqc60an4hq8716ot,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F8b9461eb-3a05-996d-e220-b5f0e2e6aaa7-00000035.png?Expires=1595113129360&KeyName=labelbox-assets-key-1&Signature=OejWW6c5GqFMZqRLUqx5XCFAACc,"{""objects"":[{""featureId"":""ckc5ronle0s750y6n92q74hcw"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5ronle0s750y6n92q74hcw?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593755137000,1593755257000,59.653,00000035.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5snq5l0wqh0y518cb2goss
ckc5vqgky12210y6wgkvzeh4d,ckc5ldbussqfq0an49kjs2goy,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Ffbbf3de4-6183-0cdb-6542-d7011f5f94fb-00000067.png?Expires=1595113129360&KeyName=labelbox-assets-key-1&Signature=BsOt6JrzWd0SnZKnobio3QlSLBk,"{""objects"":[{""featureId"":""ckc5vnogv11vr0y6w7xq4h23d"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5vnogv11vr0y6w7xq4h23d?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593760304000,1593760421000,160.78400000000002,00000067.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5vqgky12210y6wgkvzeh4d
ckc5vvlsx16vz0y6n4lq2fj8g,ckc5ldbuusqja0an46ryx51wy,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fc39a9066-2bd7-91fd-22b1-b2a29ed4b577-00000099.png?Expires=1595113129360&KeyName=labelbox-assets-key-1&Signature=sMyixWF_NDydCx8B3rKLdPvpYcE,"{""objects"":[{""featureId"":""ckc5vr5vh153z0y603kwxc2m7"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5vr5vh153z0y603kwxc2m7?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593760544000,1593760636000,189.74199999999996,00000099.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5vvlsx16vz0y6n4lq2fj8g
ckc5wdq16173i0y609qb5g5ut,ckc5ldbumsq8y0an4cjl88fgv,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F4a60e920-4374-93df-35e3-82f12af49d80-00000006.png?Expires=1595113129361&KeyName=labelbox-assets-key-1&Signature=z_8zGB9Ia4Y4g2ARKdh6rGWCX_Q,"{""objects"":[{""featureId"":""ckc5w3i99195b0y51galu984p"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5w3i99195b0y51galu984p?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593761389000,1593761479000,489.73,00000006.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5wdq16173i0y609qb5g5ut
ckc5whboi15e80y59cy6oe1j6,ckc5ldbuqsqci0an4077ocm4f,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F5ae66a89-899e-892f-e5d5-23a564d16437-00000038.png?Expires=1595113129362&KeyName=labelbox-assets-key-1&Signature=rgw57-WOX92TFu08y8UhahtdNOI,"{""objects"":[{""featureId"":""ckc5wfnmu149e0y6w56d7225b"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wfnmu149e0y6w56d7225b?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593761557000,1593761588000,81.779,00000038.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5whboi15e80y59cy6oe1j6
ckc5wj93a15jf0y59c6cddqfk,ckc5ldbussqg20an4h5ijhqs7,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fd1aeaa9b-514f-bf2e-d6f1-e1054f1c0906-00000070.png?Expires=1595113129362&KeyName=labelbox-assets-key-1&Signature=n10RhRO4cW_Aac5lK0zAAnKY67M,"{""objects"":[{""featureId"":""ckc5wikfn1ad30y518qfaefpu"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wikfn1ad30y518qfaefpu?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593761647000,1593761726000,47.983000000000004,00000070.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5wj93a15jf0y59c6cddqfk
ckc5wlxqi14n80y6w8rrn0sth,ckc5ldbuusqjm0an4frqz6unl,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fcef5f498-3346-89ab-14e2-70d5987b2e23-00000102.png?Expires=1595113129362&KeyName=labelbox-assets-key-1&Signature=gmuB4dHICbjV97ZCvqM6q07in9M,"{""objects"":[{""featureId"":""ckc5wjk9p14if0y6wf5ia87us"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wjk9p14if0y6wf5ia87us?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593761772000,1593761829000,78.601,00000102.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5wlxqi14n80y6w8rrn0sth
ckc5wtagx1b410y51dwg6emw1,ckc5ldbumsq9a0an42r5w5c04,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fe35f1d10-addf-bad0-8227-1667022033f9-00000009.png?Expires=1595113129363&KeyName=labelbox-assets-key-1&Signature=7mVhpfgqikG6xsERLOxSXLOJuMs,"{""objects"":[{""featureId"":""ckc5wqyjk1ayw0y512bvihnka"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wqyjk1ayw0y512bvihnka?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593762115000,1593762201000,313.065,00000009.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5wtagx1b410y51dwg6emw1
ckc5wv64l155u0y6w2apgcbib,ckc5ldbuqsqcu0an430xicqnj,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Fc76a9bfc-dae8-39bc-3eb4-54d7452b91f1-00000041.png?Expires=1595113129364&KeyName=labelbox-assets-key-1&Signature=kxQIggPH2F8Z3t644QuKYJiCEKs,"{""objects"":[{""featureId"":""ckc5wts4p19kd0y6n2hkj2vgb"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wts4p19kd0y6n2hkj2vgb?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593762203000,1593762319000,72.79,00000041.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5wv64l155u0y6w2apgcbib
ckc5ww6hm1ba80y51bk5thvc0,ckc5ldbussqge0an4giqc919c,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F19255007-f1ea-051d-8f26-a4180a1230ec-00000073.png?Expires=1595113129365&KeyName=labelbox-assets-key-1&Signature=vDoGNUmm9n0JJHlXrrX0mGup4Lw,"{""objects"":[{""featureId"":""ckc5wvo2k157d0y6w3oot0rtx"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wvo2k157d0y6w3oot0rtx?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593762251000,1593762320000,31.573,00000073.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5ww6hm1ba80y51bk5thvc0
ckc5wyamb18ix0y6024u93s8m,ckc5ldbunsq9m0an4gx8dbzgm,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F57acdbed-a15f-6bb5-dce7-7e44d1ea9194-00000012.png?Expires=1595113129365&KeyName=labelbox-assets-key-1&Signature=5BTrw4rMkBI8TbbsbwUQfK6JQP0,"{""objects"":[{""featureId"":""ckc5wwkud19qw0y6n9k65am2r"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wwkud19qw0y6n9k65am2r?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593762349000,1593762441000,91.45,00000012.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5wyamb18ix0y6024u93s8m
ckc5wzf891bhk0y514bby6swx,ckc5ldbuqsqd60an450npakxt,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2Ff28306ab-bdad-ad58-898c-be20ba0d092a-00000044.png?Expires=1595113129366&KeyName=labelbox-assets-key-1&Signature=MOv5xqiFEKrjayOjKY6T5bWff74,"{""objects"":[{""featureId"":""ckc5wyog015dm0y6w70ds561a"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wyog015dm0y6w70ds561a?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593762401000,1593762442000,46.379999999999995,00000044.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5wzf891bhk0y514bby6swx
ckc5x049s16n00y59fifbgheb,ckc5ldbutsqgq0an4dexa7bh8,https://storage.labelbox.com/ckbz1f3fcx3k1079466sw3v84%2F5a1aa22e-7773-e346-d9d4-d30980909f80-00000076.png?Expires=1595113129366&KeyName=labelbox-assets-key-1&Signature=bFrDMWitPh0dro8KnS1PJqY2fj8,"{""objects"":[{""featureId"":""ckc5wzsx319ym0y6nd1h64e71"",""schemaId"":""ckc5nirfi0a9z0y601lxea4xo"",""title"":""taillight"",""value"":""taillight"",""color"":""#00FFAA"",""instanceURI"":""https://api.labelbox.com/masks/feature/ckc5wzsx319ym0y6nd1h64e71?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJja2J6MWYzZnIzZjVqMDgzMHhhbnk1ZGI3Iiwib3JnYW5pemF0aW9uSWQiOiJja2J6MWYzZmN4M2sxMDc5NDY2c3czdjg0IiwiaWF0IjoxNTkzOTAzNTI5LCJleHAiOjE1OTY0OTU1Mjl9.Zmt3UUW3WE3KOhKeoeskJDAX_AwjXIRcb7qVZgGnZwg""}],""classifications"":[]}",elnagdyasu@gmail.com,AVML v1.0,1593762434000,1593762443000,21.529,00000076.png,-1,-1,,,taillights KITTI v1,[],https://editor.labelbox.com?project=ckc5l46lf1bep0820plhkd50b&label=ckc5x049s16n00y59fifbgheb
